,0,1,wc
519652,6163702263025885746,1622521770031339618,0
519653,6064475193381324901,1622521770031339618,77
519662,6596830704366769137,162259065387485947,1313
519663,8875690372170897792,162259065387485947,635
519665,602550474797049374,162259065387485947,1336
519666,3430973633480993232,162259065387485947,3102
519667,2183333254443886506,162259065387485947,346
519668,6950856192973697653,162259065387485947,2298
519670,6558657845975730982,162259065387485947,759
519671,215179602714881781,162259065387485947,1391
519672,6368134617207283632,1622596816419472012,1
519687,245580247896788570,1622626582455680744,203
519688,4392066901520890069,1622626582455680744,117
519690,3676131760340207600,1622626582455680744,83
519695,7818464431684950603,1622626582455680744,222
519716,4301751006222890544,1622682391275453843,238
519718,626968766710196568,1622682391275453843,288
519720,8574768333235225301,1622682391275453843,668
519726,7510312822033147754,1622686450076641120,0
519727,59479938400138738,1622686450076641120,0
519735,8398555876042619744,1622724844573539178,1932
519737,1822606791369640305,1622724844573539178,2426
519740,6280983313374198777,1622724844573539178,860
519742,8924274405580517725,1622724844573539178,1454
519743,5846093665826401100,1622724844573539178,1973
519748,4939614251911706306,1622729511702027126,368
519750,2106108139679782663,1622739470215032394,220
519755,8616376297175308773,1622739470215032394,76
519758,9144528777521877750,1622739470215032394,180
519762,4531056218771092785,1622742871767922852,0
519763,4154670968463250491,1622742871767922852,16194
519777,4539513520985391933,1622780773134658651,44
519787,7562142214531546822,1622787991342504447,81
519788,7995677611661401221,1622787991342504447,62
519791,1003653883842310196,1622787991342504447,77
519792,8806124344941409234,1622787991342504447,88
519806,4913071408892598700,1622841734856206294,190
519808,5464713137040640946,1622841734856206294,16
519810,1435392080706838316,1622841734856206294,200
519811,4703359711966806402,1622841734856206294,1
519812,3142237893575993662,1622841734856206294,5
519813,5661188020570015130,1622841734856206294,117
519823,7813412754716357339,1622855194717248297,0
519824,7742002030114903149,1622855194717248297,0
519827,580698150533844902,1622855194717248297,0
519828,8528851739828199370,1622855194717248297,0
519831,6469549951627953430,1622855194717248297,0
519833,3047152861510852783,1622870193306912640,616
519838,8789336875850940104,1622870193306912640,323
519875,2631158125885514639,1622924159530546714,219
519882,2066034740581439994,1622957864548352760,53
519883,836391486123874829,1622957864548352760,29
519890,7013846696859601663,1622957864548352760,32
519891,1075929279914441480,1622957864548352760,40
519902,6161044363131270918,1623014431900901299,239
519903,7398424360443668934,1623014431900901299,99
519904,7442558665057194343,1623014431900901299,230
519905,8654553480296190253,1623014431900901299,101
519909,5957920952843714853,1623014431900901299,116
519910,3042619006515151643,1623014431900901299,219
519912,7043447225091419028,1623018258694698355,59
519914,3480557655686418705,1623018258694698355,68
519915,2693260807906800819,1623018258694698355,108
519916,3430251659876142425,1623018258694698355,53
519917,4804773624142792630,1623018258694698355,56
519918,8476461778988808167,1623018258694698355,118
519919,4383873636723307161,1623018258694698355,90
519920,344267907601473205,1623018258694698355,80
519921,1146566357750027674,1623018258694698355,55
519924,3690092524363906342,1623021030777041451,444
519927,3255437559719023259,1623021030777041451,400
519930,4402575624243099893,1623021030777041451,411
519932,4902849678212280232,1623028958037903045,385
519938,7646377066601795886,1623028958037903045,587
519943,4065173354951037143,1623037468360295450,25
519949,4584261576488212312,1623037468360295450,13
519958,2476183905383743109,1623040029824427008,140
519959,8657170902025584778,1623040029824427008,309
519961,4333165548188848601,1623042503027785062,0
519962,7480147260696751069,1623042503027785062,0
519963,2252662250887431257,1623042503027785062,0
519965,7527387638721119840,1623042503027785062,0
519968,3289054814692744034,1623042503027785062,0
519969,5822675053799992386,1623042503027785062,0
519970,1320740409340815516,1623042503027785062,0
519972,1509101035550395517,1623062531494137657,63
519975,5402247531320828298,1623062531494137657,115
519977,6317760301946433856,1623062531494137657,80
519980,738567733173162339,1623062531494137657,76
519993,451777828198867278,1623116197009397615,880
519998,102828700809064565,1623116197009397615,915
519999,8540939847924243592,1623116197009397615,762
520000,1574704214468173232,1623116197009397615,1362
520021,865098018074307702,1623164835318542083,116
520022,8311961053730938339,1623164835318542083,691
520023,1751870660985056857,1623164835318542083,200
520024,2713165874633921958,1623164835318542083,92
520025,4256229986534475482,1623164835318542083,114
520029,9071567358560678539,1623164835318542083,313
520030,3602306648202892031,1623164835318542083,112
520034,4143452645363035779,1623170011076633987,166
520035,7169943926123192743,1623170011076633987,173
520036,6372609392053798094,1623170011076633987,64
520038,6696274474095694055,1623170011076633987,76
520040,1094204410621699094,1623170011076633987,109
520066,7951236802494824227,1623231734003622144,77
520067,3636772676790540631,1623231734003622144,367
520071,677751182160509355,1623245192828289351,139
520074,5651782145810771299,1623245192828289351,110
520075,1941307491039949146,1623245192828289351,365
520079,6153492074226473765,1623245192828289351,88
520098,7278454673363634812,1623261533334294774,32
520121,7972542195500683219,1623281954859152308,679
520126,3024010437114492618,1623281954859152308,494
520129,2634017623191779844,1623281954859152308,398
520141,1642288956816955241,1623300342757319372,156
520160,3616608637764146023,1623305890029099764,273
520161,7378417956152095641,1623305890029099764,84
520165,6634705416428941083,1623305890029099764,168
520168,7768184614447986821,1623305890029099764,165
520170,2061221135996138712,1623326811552965873,105
520171,8452118025915057162,1623326811552965873,405
520174,3931533177561446118,1623326811552965873,165
520176,1186687021841736906,1623326811552965873,91
520179,5397273141103862058,1623326811552965873,359
520180,4233762261770482973,1623344845380836804,267
520181,6133664899105336712,1623344845380836804,333
520182,631783837388339939,1623344845380836804,194
520183,5982223186382961532,1623344845380836804,353
520186,8625227450888031139,1623344845380836804,290
520187,4031998506500145520,1623344845380836804,311
520188,8709375778260151951,1623344845380836804,157
520191,1392749362921827553,16233523378769690,0
520192,7363419606642438711,16233523378769690,0
520209,4824633961540584627,1623364318072975789,378
520210,341903241982101311,1623364318072975789,346
520211,5443089246600761416,1623364318072975789,1009
520213,4529453035965980807,1623364318072975789,1314
520214,6713396896653072687,1623364318072975789,673
520215,7399368274896477077,1623364318072975789,1034
520216,8212595432743555398,1623364318072975789,963
520218,8689612473464660713,1623364318072975789,1510
520221,56721053538764460,1623368856211969349,446
520226,9138338129528422410,1623368856211969349,145
520229,3228953838075627820,1623372709123077525,95
520230,5578475210375687381,1623372709123077525,258
520233,5789994280295195119,1623372709123077525,11
520240,239479548957574776,1623374572193354257,316
520248,1963234011406095651,1623380433165833861,1126
520249,2662154945090838148,1623380433165833861,154
520250,8832735632237047489,1623380433165833861,196
520252,8249818303819990348,1623380433165833861,254
520253,291243496806427223,1623380433165833861,326
520254,7080678858665990879,1623380433165833861,269
520255,3534694754029356806,1623380433165833861,497
520256,2806289073902957790,1623380433165833861,706
520257,1377630942531566803,1623380433165833861,277
520260,408320454208873368,1623404877160744948,26
520261,7026924729721236793,1623404877160744948,228
520266,4468750004694699089,1623404877160744948,53
520267,5876295014808765088,1623404877160744948,81
520268,7734781786187002215,16234416,0
520275,1614406354425142176,16234416,3998
520276,6353479767615991719,16234416,590
520277,2541254556271177516,16234416,0
520288,7772569620251479266,1623449175346703967,7
520290,1423938676520425343,1623449175346703967,8
520293,3851028697142814083,1623449175346703967,33
520294,3287544443867240106,1623449175346703967,3
520295,4439872480387335448,1623475182740878146,134
520297,1128160509088149896,1623475182740878146,124
520301,5006065723708397595,1623475182740878146,423
520304,1766093256944838630,1623475182740878146,162
520318,2797790216683842621,1623484457745179533,30
520321,2103668135640130694,1623484457745179533,49
520322,1985909079024672005,1623484457745179533,57
520324,8427442741310547458,1623484457745179533,16
520327,8698689678528580834,162349625524984535,1219
520329,4339082557439067176,162349625524984535,452
520331,5346690136075338067,162349625524984535,880
520333,8545141315412512462,162349625524984535,744
520335,9159547185584330169,1623505115223828227,6
520336,7806661449757409909,1623505115223828227,146
520340,7150857806670183874,1623505115223828227,6
520342,841003750321600034,1623505115223828227,83
520344,6507316544631685715,1623505115223828227,18
520352,7522662000570041952,1623506218059523837,30
520361,3818600529685615470,1623510199638723153,671
520376,6302380747778585842,1623542297637065292,267
520379,3348218773492141781,1623542297637065292,261
520381,6873350630831072204,1623542297637065292,669
520382,3389717784648204858,1623542297637065292,192
520383,1327646237116424290,1623542297637065292,179
520400,3562331412116655748,1623547817850145950,154
520405,2269394957348669128,1623560436253014950,791
520406,8753615415382506259,1623560436253014950,311
520408,4043676734101392771,1623560436253014950,450
520420,297717479489004363,1623565476558122926,177
520422,1085759173141493263,1623565476558122926,393
520434,6813194890782370034,1623577612411332474,97
520438,9014251849504596608,1623580688505596510,241
520439,1177595103974947885,1623580688505596510,303
520440,1139957300465878235,1623580688505596510,175
520442,6287616646462958531,1623580688505596510,202
520443,5249434846520731380,1623580688505596510,216
520445,1676171073344260901,1623580688505596510,148
520448,5027207823251799451,1623602430951630787,0
520449,2661485096970033750,1623602430951630787,0
520454,4908497906109604603,1623602430951630787,0
520457,2737851148856864299,1623605020131597876,104
520463,1479982049206041609,1623605020131597876,13
520473,612720616410631521,1623615963618558849,363
520474,8534825206741447282,1623615963618558849,295
520488,5892284022466242318,1623630462258339882,106
520489,7449009085629019021,1623630462258339882,0
520490,2991208506519167038,1623630462258339882,59
520492,1716350249229483959,1623630462258339882,44
520501,1778917293143430726,162363653733958442,96
520502,4797653277765061334,162363653733958442,87
520532,1530252290935708358,1623687393064886775,158
520534,5314978927210231289,1623687393064886775,128
520541,4863516554623692734,1623692175837313876,72
520544,7540821528862628828,1623692175837313876,108
520546,8517932929598493628,1623692175837313876,79
520562,2231140087585853356,1623700512683047568,282
520573,6302751913643106562,1623701101467842507,175
520576,8197776204765096421,1623701101467842507,184
